round,poll_period,character,rank,rank_prev,points,primary_num,comment_num,official_support_count,score_source,source_path
16,2020-06-07—2020-06-13,ルナチャイルド,99,97,570,40,92,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,レティ・ホワイトロック,100,99,531,75,87,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,スターサファイア,101,102,527,59,95,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,黒谷 ヤマメ,102,87,495,63,95,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,サニーミルク,103,104,486,38,79,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,幻月,104,103,485,57,76,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,雲居 一輪,105,100,477,63,85,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,九十九 弁々,106,101,461,47,81,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,エタニティラルバ,107,93,418,32,76,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,丁礼田舞,108,89,414,17,66,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,爾子田里乃,109,95,403,13,63,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,矢田寺成美,110,96,398,18,72,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,メルラン・プリズムリバー,111,109,375,36,67,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,リリカ・プリズムリバー,112,106,362,34,63,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,鈴瑚,112,105,362,24,65,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,綿月 豊姫,114,108,335,26,65,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,名無しの本読み妖怪,115,110,321,36,55,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,カワウソ霊,116,,295,14,99,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,アリスの人形（上海、蓬莱、大江戸 他）,117,112,290,13,52,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,カナ・アナベラル,118,112,279,26,49,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,夢月,119,117,256,18,33,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,蓬莱人形ジャケットイラストの娘,119,114,256,31,52,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,レイセン,121,118,244,22,38,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,牛崎 潤美,121,,244,11,58,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,九十九 八橋,123,107,242,20,58,3,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,サリエル,124,116,241,26,39,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,戎 瓔花,125,,230,13,52,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,キスメ,126,115,228,28,43,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,抗鬱薬おじさん,127,120,208,4,41,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,夢子,128,119,192,14,27,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,北白河 ちゆり,129,123,179,13,31,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,くるみ,130,122,174,12,36,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,坂田ネムノ,131,111,153,8,26,4,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,マイ,132,126,151,11,29,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,エレン,133,121,141,12,30,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,エリス,134,124,135,12,23,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,雲山,134,132,135,13,26,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,コンガラ,136,127,129,18,24,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,毛玉,136,137,129,5,16,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,魂魄 妖忌,138,133,125,4,27,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,エリー,139,131,124,7,21,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,影華扇（断善修悪の怪腕 - 茨木童子の腕）,139,,124,2,28,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ユキ,141,124,121,10,20,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,蓬莱人形レーベルイラストの娘,142,129,117,3,28,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,るーこと,143,135,103,4,17,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,大ナマズ,144,140,98,5,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,オオカミ霊,145,,97,4,27,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,小兎姫,145,128,97,13,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,里香,145,129,97,11,18,8,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,妖精（メイド妖精・ひまわり妖精 他）,148,141,96,9,37,7,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,UFO（赤・青・緑、その他）,149,145,86,5,26,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,核熱造神ヒソウテンソク,150,149,77,2,15,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,明羅,151,134,76,5,17,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,レイラ・プリズムリバー,152,136,75,6,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,オオワシ霊,153,,66,4,26,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ユウゲンマガン,154,137,63,5,16,2,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ルイズ,154,142,63,5,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,オレンジ,156,139,60,6,18,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,旧作名無し中ボス,157,148,58,5,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,朝倉 理香子,157,144,58,5,4,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,キクリ,159,152,54,7,14,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,シンギョク,159,143,54,7,16,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,嫦娥,161,149,52,1,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,なめえもん,162,145,51,0,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,チュパカブラ,163,156,45,1,13,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,玄爺,164,154,43,0,11,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,サラ,165,152,40,5,6,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,狐（妖怪狐、狐の子他）,166,156,39,1,10,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ミミちゃん,167,147,38,2,7,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,河童（山童含む）,168,159,33,0,6,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,兎（玉兎、永遠亭の妖怪兎 他）,169,161,32,0,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ツチノコ,170,155,30,0,8,1,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,華扇の動物（久米、竿打、雷獣、彭祖、人面犬 他）,171,171,29,0,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,龍（子龍、邪龍 他）,172,156,28,2,6,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,里の人間（文花帖、求聞史紀、鈴奈庵などで登場した人間）,173,168,25,2,14,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,都市伝説の怪異（お菊さん、八尺さま 他）,174,149,24,3,5,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ウワバミ,175,159,23,1,6,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,万歳楽,175,169,23,0,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ホフゴブリン,177,166,22,1,9,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,岩笠,178,164,21,1,8,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,酒虫,178,162,21,2,4,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,ケセランパサラン,180,167,20,0,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,天狗（香霖堂の天狗、大天狗 他）,180,164,20,2,3,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,命蓮,182,169,18,1,5,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
16,2020-06-07—2020-06-13,カラス（地獄鴉、紫・文の使い魔 他）,183,163,15,0,5,0,legacy_official_html_table,data_raw/jp_official_legacy/round_16/lists/result_list_character.php.html.tables.json
