bv,url,title,author,published_date_display,published_date,date_precision,view_display,view_snapshot,danmaku_display,danmaku_snapshot,duration,content_category,poll_region_alignment,mentioned_rounds,character_mentions_cn,search_query,first_result_page,all_result_pages,observed_at,coverage_note
BV1unhvzyEaT,https://www.bilibili.com/video/BV1unhvzyEaT/,【东方新闻速报】恋恋时隔十年再夺第一！人气投票结果公布,Zihao-雾湖之光,2025-08-30,2025-08-30,day,,,,,,longitudinal_analysis,region_unspecified,,古明地恋,东方Project人气投票,28,28,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1HNaVzuE8Z,https://www.bilibili.com/video/BV1HNaVzuE8Z/,【最新版】2025年 東方Project人气投票历代1位,赫卡Hell,2025-08-31,2025-08-31,day,,,,,,longitudinal_analysis,region_unspecified,,,东方Project人气投票,10,10,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1MBhrz4EFY,https://www.bilibili.com/video/BV1MBhrz4EFY/,夺得东方人气投票第一的恋恋belike,THE寻香行,2025-08-31,2025-08-31,day,1791,1791,0,0,00:28,other_direct_poll_item,region_unspecified,,古明地恋,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1SVhkzaEDZ,https://www.bilibili.com/video/BV1SVhkzaEDZ/,【东方Project】第21回东方人气投票 音乐部门 TOP50 + 推荐曲 速报版,阿布苏卡,2025-08-31,2025-08-31,day,3.0万,30000,760,760,01:00:00,result_or_ranking,region_unspecified,21,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1schrzQECD,https://www.bilibili.com/video/BV1schrzQECD/,《第21届东方人气投票观后感》,DreamDrunk梦醉,2025-08-31,2025-08-31,day,1345,1345,0,0,01:16,other_direct_poll_item,region_unspecified,21,,东方Project人气投票,26,26,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1EZaLzrEH7,https://www.bilibili.com/video/BV1EZaLzrEH7/,2025年第21届东方人气投票 角色部门速报及历年得票折线,小渊xyz,2025-09-01,2025-09-01,day,6871,6871,33,33,34:40,longitudinal_analysis,region_unspecified,21,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1CKaPz2ESP,https://www.bilibili.com/video/BV1CKaPz2ESP/,21回东方人气投票后灵梦的所有结局,InasirtCsr,2025-09-02,2025-09-02,day,2.0万,20000,30,30,01:23,other_direct_poll_item,region_unspecified,,博丽灵梦,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1JMawzBE92,https://www.bilibili.com/video/BV1JMawzBE92/,【东方虹龙洞】人气投票以一票之差惜败于路人妖精的某EXboss混关,Delicens,2025-09-02,2025-09-02,day,,,,,,support_or_mobilization,region_unspecified,,妖精（女仆妖精、向日葵妖精等）,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1ZEaPzBEry,https://www.bilibili.com/video/BV1ZEaPzBEry/,东方人气投票 旧作篇~,探险家sunrise,2025-09-02,2025-09-02,day,653,653,0,0,00:32,other_direct_poll_item,region_unspecified,,,东方Project人气投票,13,13,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1j3aFzZEho,https://www.bilibili.com/video/BV1j3aFzZEho/,灵梦:我又幻想了，我肘赢了恋恋，魔理沙，芙兰成为了东方人气投票第一,KomeijiKoishi9,2025-09-02,2025-09-02,day,1239,1239,0,0,00:52,other_direct_poll_item,region_unspecified,,雾雨魔理沙;古明地恋;博丽灵梦;芙兰朵露·斯卡蕾特,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1nbaWzYEWA,https://www.bilibili.com/video/BV1nbaWzYEWA/,ZUN亲自公布第21回东方人气投票第一名的现场瞬间,殇韵月风,2025-09-02,2025-09-02,day,,,,,,other_direct_poll_item,region_unspecified,21,,东方Project人气投票,13,13,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1czarzSE2e,https://www.bilibili.com/video/BV1czarzSE2e/,古明地恋 十年之约 再次世界第一！第21回东方人气排名结束后,銀東StG44,2025-09-03,2025-09-03,day,7402,7402,9,9,01:17,longitudinal_analysis,region_unspecified,21,古明地恋,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1JBa8zDE9N,https://www.bilibili.com/video/BV1JBa8zDE9N/,东方MMD【中文内嵌】做到啦！万岁！东方人气投票2025,--轼--,2025-09-05,2025-09-05,day,2.4万,24000,142,142,08:04,meme_or_derivative,cn_poll,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1zBaUzYE5k,https://www.bilibili.com/video/BV1zBaUzYE5k/,得知今年东方人气投票灵梦第三名的恋恋和灵梦,大酱爱笨蛋,2025-09-05,2025-09-05,day,822,822,0,0,00:21,other_direct_poll_item,region_unspecified,,古明地恋;博丽灵梦,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1EgY7zLEzQ,https://www.bilibili.com/video/BV1EgY7zLEzQ/,【东方MMD】东方角色们对2025年东方人气投票的反应和评价~,探险家sunrise,2025-09-07,2025-09-07,day,3045,3045,18,18,01:47,meme_or_derivative,region_unspecified,,,东方Project人气投票,15,15,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1aaH6zuE91,https://www.bilibili.com/video/BV1aaH6zuE91/,【東方乱々流】东方人气王（音乐部门#5~1）,SuperILYJ,2025-09-12,2025-09-12,day,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,25,25,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV17jHLzVEmk,https://www.bilibili.com/video/BV17jHLzVEmk/,东方锦上京音乐人气投票排名,冰水L,2025-10-04,2025-10-04,day,8824,8824,166,166,14:47,result_or_ranking,region_unspecified,,,东方Project人气投票,20,20,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1X3CmBaEyN,https://www.bilibili.com/video/BV1X3CmBaEyN/,【东方MMD 中文内嵌】妹红碳与第20回东方人气投票 后篇（完结篇）,永远的samsara,2025-11-15,2025-11-15,day,2196,2196,63,63,49:05,meme_or_derivative,cn_poll,20,藤原妹红,东方Project人气投票,16,16,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1bfmBBVEaX,https://www.bilibili.com/video/BV1bfmBBVEaX/,【东方MMD】妹红与第20届东方人气投票【中文字幕】,烏馬伊,2025-12-14,2025-12-14,day,8607,8607,228,228,01:34:04,meme_or_derivative,cn_poll,20,藤原妹红,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1BnrpBaEKB,https://www.bilibili.com/video/BV1BnrpBaEKB/,第一回天朝东方人气投票结果 角色部分,霧雨芙蘭-,01-14,2026-01-14,day_inferred_current_year,,,,,,result_or_ranking,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1aerpBXE5W,https://www.bilibili.com/video/BV1aerpBXE5W/,第二回天朝东方人气投票结果 角色+音乐+组合,霧雨芙蘭-,01-14,2026-01-14,day_inferred_current_year,791,791,7617,7617,01:18:46,result_or_ranking,region_unspecified,,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1cirdBhEEa,https://www.bilibili.com/video/BV1cirdBhEEa/,【第13回東方Project人気投票】各角色排名图表,霧雨芙蘭-,01-15,2026-01-15,day_inferred_current_year,343,343,1155,1155,31:12,result_or_ranking,jp_poll,13,,东方Project人气投票,12,12,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1fkfyBBESY,https://www.bilibili.com/video/BV1fkfyBBESY/,【东方MMD中文内嵌】大酱大人任务 ～新年参拜约会～【第14届东方Project人气投票】,Fernweh_0,02-25,2026-02-25,day_inferred_current_year,1924,1924,18,18,02:28,meme_or_derivative,cn_poll,14,大妖精,东方Project人气投票,13,13,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1b5oNBqERZ,https://www.bilibili.com/video/BV1b5oNBqERZ/,【中字】理性讨论，《Megalovania》应不应该出现在东方人气投票中？,探险家sunrise,04-20,2026-04-20,day_inferred_current_year,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,5,5,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1vD3u6JE23,https://www.bilibili.com/video/BV1vD3u6JE23/,【东方新闻速报】日区人气投票开启角色部门前十预测活动，两位嘉宾预测的第一名居然一样！？,Zihao-雾湖之光,07-25,2026-07-25,day_inferred_current_year,,,,,,result_or_ranking,jp_poll,,,东方Project人气投票,31,31,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1cs3W6eEVX,https://www.bilibili.com/video/BV1cs3W6eEVX/,【东方】超普通的人气投票获奖角色采访,霧雨芙蘭-,07-30,2026-07-30,day_inferred_current_year,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1rx3x66ECr,https://www.bilibili.com/video/BV1rx3x66ECr/,第8回东方系列人气投票结果,霧雨芙蘭-,07-30,2026-07-30,day_inferred_current_year,,,,,,result_or_ranking,region_unspecified,8,,东方Project人气投票,10,10,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1jf3m6tEi4,https://www.bilibili.com/video/BV1jf3m6tEi4/,【中英双字/东方手书动画】频道三周年纪念：人气投票角色大采访,8巴哆K纲8,08-01,2026-08-01,day_inferred_current_year,2622,2622,27,27,16:47,meme_or_derivative,region_unspecified,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Kaug6eE2X,https://www.bilibili.com/video/BV1Kaug6eE2X/,【东方新闻速报】人气投票真的要来啦！投票时间与细则官宣，新秘封专也要加入投票！,Zihao-雾湖之光,08-08,2026-08-08,day_inferred_current_year,7569,7569,1,1,00:44,result_or_ranking,region_unspecified,,,东方Project人气投票,10,10,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1heuz6RErZ,https://www.bilibili.com/video/BV1heuz6RErZ/,盘点历年阻止灵梦拿到人气王的幻想乡少女,孤独の西斯廷,08-11,2026-08-11,day_inferred_current_year,,,,,,longitudinal_analysis,region_unspecified,,博丽灵梦,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV11pgH6AED8,https://www.bilibili.com/video/BV11pgH6AED8/,【东方趣闻】上届日区人气投票问卷回顾，半数投票者小于等于18岁，中韩投票者占比庞大,Zihao-雾湖之光,08-13,2026-08-13,day_inferred_current_year,3543,3543,10,10,01:05,rules_or_discussion,jp_poll,,,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Gab66yEEh,https://www.bilibili.com/video/BV1Gab66yEEh/,东方project人气投票请支持清兰！[东方project人气投票应援],叁叁叁叁加油喵,08-18,2026-08-18,day_inferred_current_year,605,605,0,0,02:34,support_or_mobilization,jp_poll,,清兰,东方Project人气投票,8,8,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1NJ8u6jEHi,https://www.bilibili.com/video/BV1NJ8u6jEHi/,【东方新闻速报】东方人气投票进入倒计时！快来发弹幕评论拉票吧～,Zihao-雾湖之光,08-18,2026-08-18,day_inferred_current_year,8308,8308,3,3,00:53,support_or_mobilization,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Lkum6pEuB,https://www.bilibili.com/video/BV1Lkum6pEuB/,【东方人气投票/MMD】圣白莲的双面作战,Baby_2016,08-21,2026-08-21,day_inferred_current_year,727,727,0,0,02:55,meme_or_derivative,region_unspecified,,圣白莲,东方Project人气投票,7,7,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1P58q6WEJi,https://www.bilibili.com/video/BV1P58q6WEJi/,【2026年第22届东方人气投票应援】漫步在天子迷宫,侧躺的颜文字,08-21,2026-08-21,day_inferred_current_year,,,,,,support_or_mobilization,region_unspecified,22,比那名居天子,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1qV8M6hEt5,https://www.bilibili.com/video/BV1qV8M6hEt5/,【东方新闻速报】没法给冴月麟投票，人气投票规则与常见问题节选,Zihao-雾湖之光,08-21,2026-08-21,day_inferred_current_year,1.4万,14000,5,5,00:54,rules_or_discussion,region_unspecified,,冴月麟,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1s58z6wEfW,https://www.bilibili.com/video/BV1s58z6wEfW/,【东方MMD】【人气投票应援】风的讯号,YHJxiao,08-21,2026-08-21,day_inferred_current_year,516,516,0,0,01:14,support_or_mobilization,region_unspecified,,,东方Project人气投票,5,5,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1zT8M6vEZk,https://www.bilibili.com/video/BV1zT8M6vEZk/,TianMaker选手发表东方人气投票圣经,fickle空子,08-21,2026-08-21,day_inferred_current_year,,,,,,other_direct_poll_item,region_unspecified,,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV13n8B6MEFW,https://www.bilibili.com/video/BV13n8B6MEFW/,东方人气投票第22回开始啦！快来给喜欢的角色投票！！,柳橙葉,昨天,2026-08-22,day_relative,380,380,1,1,10:33,other_direct_poll_item,region_unspecified,22,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV18H8B6qEHB,https://www.bilibili.com/video/BV18H8B6qEHB/,东方人气投票特有的雷霆翻译,亡牌桦雪风,昨天,2026-08-22,day_relative,4118,4118,21,21,01:44,other_direct_poll_item,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1NJ8C65EoL,https://www.bilibili.com/video/BV1NJ8C65EoL/,东方第22届人气投票,1c2a3b4d,昨天,2026-08-22,day_relative,,,,,,other_direct_poll_item,region_unspecified,22,,东方Project人气投票,2,2,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1k88C6iEjN,https://www.bilibili.com/video/BV1k88C6iEjN/,第22回东方人气投票，大家都投了谁呀？,萃香爱西瓜,昨天,2026-08-22,day_relative,363,363,0,0,00:14,other_direct_poll_item,region_unspecified,22,,东方Project人气投票,6,6,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1u7816WEE3,https://www.bilibili.com/video/BV1u7816WEE3/,【东方趣闻】你的儿子在田里，意大利鲶鱼...人气投票离谱机翻震惊了东方厨,Zihao-雾湖之光,昨天,2026-08-22,day_relative,4895,4895,18,18,00:53,other_direct_poll_item,region_unspecified,,,东方Project人气投票,1,1,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1uW8B6KEiC,https://www.bilibili.com/video/BV1uW8B6KEiC/,東方Project第二十二回人气投票个人音乐精选.mp3,-XWGT,昨天,2026-08-22,day_relative,191,191,0,0,25:59,other_direct_poll_item,region_unspecified,,,东方Project人气投票,3,3,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV15G8m6vE1Q,https://www.bilibili.com/video/BV15G8m6vE1Q/,东方人气投票请支持萨丽艾尔！！【bilibilionly同人扶持计划】,若追寻月面倒影,21小时前,2026-08-23,day_relative,308,308,0,0,00:48,other_direct_poll_item,region_unspecified,,萨丽爱尔,东方Project人气投票,4,4,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
BV1Yd846yEZn,https://www.bilibili.com/video/BV1Yd846yEZn/,【东方/人气投票应援】请给小鸡一点爱吧QwQ(mottai描改)【bilibilionly同人扶持计划】,风雨铃木,4小时前,2026-08-23,day_relative,652,652,0,0,02:44,support_or_mobilization,region_unspecified,,,东方Project人气投票,30,30,2026-08-23,34个公开搜索结果页逐页采集；按BV去重；相关性由题名规则筛选，并非全站穷尽。
