region,round,source_id,character_jp,character_cn,under20_rate,under20_denominator,female_rate,female_denominator,first_time_voter_rate,first_time_voter_denominator,event_participation_rate,event_participation_denominator,2019plus_cognition_rate,2019plus_cognition_denominator,source_note
jp,11,90c9c48c6b9100,月面ツアーへようこそ,,0.30303,66,0.102941,68,0.328767,73,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,90f2213c1d23be,平安のエイリアン,,0.474359,468,0.160164,487,0.412475,497,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9104268cb43f6f,スターサファイア,斯塔萨菲雅,0.273585,106,0.057143,105,0.231481,108,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,92163122f73d87,古きユアンシェン,,0.383459,399,0.129268,410,0.366359,434,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9339de624ea2e4,フラワリングナイト,,0.619149,470,0.096708,486,0.617934,513,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,95fd1c4dd47bc8,未知の花 魅知の旅,,0.302632,76,0.064935,77,0.24359,78,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9657d5845dd12e,東方萃夢想,,0.278409,176,0.101604,187,0.297436,195,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,96f69851f4b844,アリスの人形（上海、蓬莱、大江戸他）,爱丽丝的人偶（上海、蓬莱、大江户等）,0.357143,56,0.2,60,0.409836,61,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,972aa6ba295448,ルイズ,露易兹,0.142857,14,0.2,15,0.1875,16,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,98218dcaa0136a,寅丸 星,寅丸星,0.363265,245,0.1417,247,0.403846,260,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,98822747baf8b2,夢殿大祀廟,,0.320513,78,0.259259,81,0.267442,86,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9a1ed5123dafb4,フォールオブフォール ～ 秋めく滝,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9a499a1c73ee5e,小悪魔,小恶魔,0.302326,172,0.040462,173,0.306452,186,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9a8e871cd875a4,車椅子の未来宇宙,,0.384615,130,0.177778,135,0.230769,143,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9bc1ba492f50a8,もう歌しか聞こえない,,0.496479,284,0.103448,290,0.506623,302,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9be3353c9f41dd,妖精（メイド妖精・ひまわり妖精他）,妖精（女仆妖精、向日葵妖精等）,0.222222,18,0.111111,18,0.105263,19,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9be763d948a317,幻視の夜 ～ Ghostly Eyes,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9c26ed8882aae3,宇佐見 菫子,宇佐见堇子,0.410753,465,0.147917,480,0.278455,492,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9ca7e199daada1,華狭間のバトルフィールド,,0.334328,335,0.125356,351,0.318059,371,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9ce0142bf9f1b7,物部 布都,物部布都,0.450658,608,0.155949,622,0.396024,654,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9e6f1d04c8e629,G Free,,0.265306,98,0.145631,103,0.203883,103,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9f266ed4b4cdac,封獣 ぬえ,封兽鵺,0.450734,477,0.130785,497,0.387283,519,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,9fb387b2431107,御伽の国の鬼が島 ～ Missing Power,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a00a9889826bbd,ルーネイトエルフ,,0.44375,160,0.095238,168,0.472222,180,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a01e6bce10146b,アンノウンX ～ Unfound Adventure,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a0c0f1b1a6a409,マイ,舞,0.413793,29,0.2,30,0.205882,34,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a1509eaf37a308,ヒロシゲ36号 ～ Neo Super-Express,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a16594cd0de7bb,廃獄ララバイ,,0.255583,403,0.13835,412,0.270833,432,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a1755be5f388dc,法界の火,,0.31405,121,0.213115,122,0.419355,124,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a275a6fd5a4eb4,亡失のエモーション,,0.253333,375,0.073684,380,0.243309,411,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a2abc9aab23ef0,アガルタの風,,0.351852,54,0.109091,55,0.175439,57,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a2e1108cfff1f5,古明地 こいし,古明地恋,0.498201,1945,0.106244,1986,0.438132,2077,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a333bb558871ee,魂魄 妖忌,魂魄妖忌,0.625,24,0.08,25,0.423077,26,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a334eadc640b0b,ネイティブフェイス,,0.533733,667,0.105491,692,0.524138,725,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a368df44184d53,八坂 神奈子,八坂神奈子,0.260465,215,0.263636,220,0.34188,234,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a3b119388a0b88,レイセン,铃仙二号,0.387097,31,0.030303,33,0.352941,34,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a43a7a06404ec8,幻想浄瑠璃,,0.288618,246,0.210938,256,0.272727,275,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a4d83c2e9b1578,綿月 豊姫,绵月丰姬,0.338462,65,0.161765,68,0.3,70,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a59a9c032a336e,大妖精,大妖精,0.329218,243,0.028112,249,0.355805,267,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a6bf5928ae5836,レトロスペクティブ京都,,0.331288,163,0.096386,166,0.293785,177,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,a7d24ef10fe4c1,空中に沈む輝針城,,0.214815,135,0.158273,139,0.190476,147,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,aa04135ae4c614,孤独なウェアウルフ,,0.28125,96,0.07,100,0.252427,103,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,adbf4d46e7acb8,春色小径 ～ Colorful Path,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ae17a776f1edc2,ルーミア,露米娅,0.476636,535,0.091075,549,0.449324,592,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ae6fc1e749860c,神話幻想 ～ Infinite Being,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ae77b4f11a2ec6,ティアオイエツォン(withered leaf),,0.37931,87,0.086022,93,0.383838,99,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,aee539cfc55031,今昔幻想郷 ～ Flower Land,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,afdde0295409a0,北白河 ちゆり,北白河千百合,0.486486,37,0.146341,41,0.422222,45,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b05179ad70efe2,鬼人 正邪,鬼人正邪,0.445528,615,0.13615,639,0.44362,674,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b09cda1b6d86c5,リリーホワイト,莉莉霍瓦特（莉莉白）,0.333333,81,0.071429,84,0.305263,95,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b0b40aa209c77d,遠野幻想物語,,0.476998,413,0.081967,427,0.432432,444,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b0d7c7273c6df8,神綺,神绮,0.473684,114,0.042735,117,0.420635,126,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b0f60e06a9777a,アリス・マーガトロイド,爱丽丝·玛格特洛依德,0.412785,1095,0.099462,1116,0.430163,1167,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b175aac7fbb25b,プラスチックマインド,,0.135593,59,0.067797,59,0.295082,61,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b25d5cdaa1cac3,ユキ,雪,0.384615,26,0.230769,26,0.25,28,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b2a1ebbc781b25,因幡 てゐ,因幡天为（因幡帝）,0.417085,199,0.13,200,0.411483,209,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b2b99b241a27e8,岡崎 夢美,冈崎梦美,0.502732,183,0.093264,193,0.339901,203,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b390b0733c3515,真夜中のフェアリーダンス,,0.285714,105,0.081818,110,0.315789,114,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b45672579db7ed,大空魔術 ～ Magical Astronomy,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b6473e851ce13e,悠久の蒸気機関,,0.284483,116,0.057851,121,0.260163,123,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b6e79c22b58242,素敵な墓場で暮しましょ,,0.390805,87,0.125,88,0.361702,94,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b761f6d2a29a52,赤より紅い夢,,0.628571,70,0.152778,72,0.689189,74,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b9016cf7502b46,風神少女,,0.476274,569,0.063866,595,0.485197,608,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b910a979626fbe,東風谷 早苗,东风谷早苗,0.381101,963,0.074111,1012,0.396552,1044,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,b920ceedd99cec,ロマンチック逃飛行,,0.304348,92,0.105263,95,0.287129,101,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bbc848c962a2f0,広有射怪鳥事 ～ Till When?,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bbde6fe6dbd96c,明日ハレの日、ケの昨日,,0.329384,422,0.131222,442,0.360515,466,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bce0a6e4c3caf0,竹取飛翔 ～ Lunatic Princess,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bcef123ab3b18b,エリス,依莉斯,0.45,20,0.157895,19,0.285714,21,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bf49e77d6996ca,ルナサ・プリズムリバー,露娜萨·普莉兹姆利巴,0.397059,204,0.045872,218,0.32766,235,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,bfbdf74e0831b6,パチュリー・ノーレッジ,帕秋莉·诺蕾姬,0.343402,629,0.087827,649,0.384047,677,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c2de2ed35b5152,心綺楼囃子,,0.194444,72,0.069444,72,0.189189,74,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c395affd304c47,地の色は黄色,,0.205479,73,0.076923,78,0.349398,83,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c45758c68bcc53,小野塚 小町,小野塚小町,0.38247,251,0.123077,260,0.32967,273,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c4cafd8b79f037,魔法少女達の百年祭,,0.555094,481,0.107071,495,0.478095,525,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c50edbb0967480,稗田 阿求,稗田阿求,0.294355,248,0.063241,253,0.241509,265,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c57b78ea60112d,伊吹 萃香,伊吹萃香,0.379213,356,0.093664,363,0.440945,381,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c608c4a159e591,有頂天変 ～ Wonderful Heaven,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c6559d05edbf23,古明地 さとり,古明地觉,0.409968,1244,0.082426,1286,0.402675,1346,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c85c2ec53577f1,サニーミルク,桑尼米尔克,0.25,100,0.059406,101,0.231481,108,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,c98b2c906c0f67,レミリア・スカーレット,蕾米莉亚·斯卡蕾特,0.418211,1241,0.098116,1274,0.409194,1327,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ca3925762a5706,Romantic Children,,0.25,88,0.170455,88,0.234043,94,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,cba46a9b853f55,緋想天,,0.395349,86,0.056818,88,0.336957,92,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,cbe673e5b226bc,魔法使いの憂鬱,,0.470588,68,0.157143,70,0.361111,72,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ccec48465241ac,風見 幽香,风见幽香,0.318038,632,0.108232,656,0.358464,703,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,cd113d7975529a,秋 静葉,秋静叶,0.278689,183,0.12234,188,0.282051,195,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,ce845a3ed9935e,黒い海に紅く ～ Legendary Fish,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,cf98df93bb3eca,聖 白蓮,圣白莲,0.261231,601,0.098706,618,0.269231,650,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d02b5eaaf85efa,デザイアドライブ,,0.293915,871,0.111235,899,0.27949,941,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d1132aa7d9f338,彼岸帰航 ～ Riverside View,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d13eefd14a0877,秘境のマーメイド,,0.491228,57,0.103448,58,0.375,64,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d36de56fb4971f,夜が降りてくる ～ Evening Star,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d37fbc3af16661,妖魔夜行,,0.592262,336,0.104167,336,0.585915,355,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d40fea21704e5a,衛星トリフネ,,0.271429,70,0.217391,69,0.194444,72,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d450f082574076,無間の鐘 ～ Infinite Nightmare,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d4cec970d096ae,イザナギオブジェクト,,0.359551,89,0.139535,86,0.288889,90,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d589847b1e965e,くるみ,胡桃,0.291667,24,0.136364,22,0.208333,24,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d5dc710bbfcdb6,恋色マスタースパーク（恋色マジック）,,0.605714,875,0.122197,892,0.62234,940,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d6865dbede5a95,水橋 パルスィ,水桥帕露西,0.469729,479,0.180328,488,0.465887,513,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d8185c267e96bf,稲田姫様に叱られるから,,0.446097,269,0.135714,280,0.445205,292,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d8d95299d9433e,洩矢 諏訪子,洩矢诹访子,0.454175,491,0.132812,512,0.476371,529,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d97c185c236048,わかさぎ姫,若鹭姬,0.39375,160,0.100629,159,0.331361,169,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,d9c7411a21353a,Demystify Feast,,0.433803,355,0.126027,365,0.325333,375,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,dcc6e13c54b039,暗闇の風穴,,0.333333,54,0.189655,58,0.306452,62,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,dd15aaa532f78c,橙,橙,0.486056,251,0.097656,256,0.465201,273,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
jp,11,dd2d4271633fa7,芥川龍之介の河童 ～ Candid Friend,,,,,,,,,,,,官方角色条件问卷；各题分母不同，比例不可相加。
